authority_id,publication_route_id,iso2,country,authority,roles,authority_website,evidence_url,observed_final_url,source_host_scope,publication_route_type,access_state,archive_access_state,publication_relevance,scope_evidence_state,qualification_state,source_route_state,language_hints,language_evidence_state,observed_months_2024_2026,latest_observed_month,provisional_cadence_signal,cadence_contract_recommendation,archive_boundary,source_checked_at,snapshot_generated_at,evidence_notes
ra-auth-sg-24b48f3ef51d7ab6,ra-route-110e73a3420ef3c25354,SG,Singapore,Monetary Authority of Singapore,central_banking;prudential_supervision;securities;insurance,http://www.mas.gov.sg/,https://www.mas.gov.sg/regulation/enforcement,https://www.mas.gov.sg/regulation/enforcement,authority-owned,enforcement_archive,reachable,dated-first-page-signal,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en,explicit-url-or-label-hint,2025-10;2025-12,2025-12,low-frequency-first-page-signal,semiannual,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-sx-3d8f5bf7daf490d6,ra-route-6ed890dff24703005050,SX,Sint Maarten,Reporting Center for Unusual Transactions (MOT Sint Maarten),financial_intelligence,http://www.fiu-sxm.net/,http://www.fiu-sxm.net/web/082B268FDAD380EB04257E90004F645A,http://www.fiu-sxm.net/web/082B268FDAD380EB04257E90004F645A,not-observable,not-observable,http-404,not-observable,not-observable,transport-review-required,transport-follow-up-required,obstructed,en;fr,explicit-url-or-label-hint,,,not-observable,manual-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
ra-auth-sk-7424da35ab8c1bfa,ra-route-d6a0201ac93d99f2d896,SK,Slovakia,National Bank of Slovakia,central_banking;prudential_supervision;securities;insurance;pensions,http://www.nbs.sk/en/home,https://www.nbs.sk/en,https://www.nbs.sk/en,authority-owned,decision_register,reachable,dated-first-page-signal,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,2026-06;2026-07,2026-07,low-frequency-first-page-signal,semiannual,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-si-bb926cc410b64e12,ra-route-6aabf87381f690893a6f,SI,Slovenia,Banka Slovenije,central_banking;prudential_supervision,http://www.bsi.si/en/,https://www.bsi.si/en/monetary-policy-2,https://www.bsi.si/en/monetary-policy-2,authority-owned,decision_register,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-za-af3bb9712cb90ce4,ra-route-fd39a372eb93cc148a41,ZA,South Africa,Financial Intelligence Centre (FIC),financial_intelligence,https://www.fic.gov.za/,https://www.fic.gov.za/targeted-financial-sanctions/,https://www.fic.gov.za/targeted-financial-sanctions/,not-observable,not-observable,challenge-protected,not-observable,not-observable,browser-clearance-required,browser-review-required,obstructed,en;fr,explicit-url-or-label-hint,,,not-observable,browser-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
ra-auth-za-ccfbc8f3e5b5a6fa,ra-route-cc98495687dbf22392ab,ZA,South Africa,Financial Sector Conduct Authority,securities;insurance;pensions,https://www.fsca.co.za/,https://www.fsca.co.za/,https://www.fsca.co.za/,authority-owned,enforcement_archive,reachable,dated-first-page-signal,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en,explicit-url-or-label-hint,2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2025-02;2025-03;2025-04;2025-05;2025-06;2025-08;2025-10;2025-11;2026-01;2026-02;2026-03;2026-04;2026-06;2026-07,2026-07,frequent-first-page-signal,monthly,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-kr-ea5e7c9edd1d1b43,ra-route-942c1cfc187ad8cca9d7,KR,South Korea,Bank of Korea,central_banking;prudential_supervision,https://www.bok.or.kr/eng/main/main.do,https://www.bok.or.kr/eng/main/contents.do?menuNo=400017,https://www.bok.or.kr/eng/main/contents.do?menuNo=400017,authority-owned,decision_register,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-kr-345152e59c2995db,ra-route-7eeea869b4757f917a7d,KR,South Korea,Financial Supervisory Service,prudential_supervision;insurance,https://www.fss.or.kr/,https://www.fss.or.kr/eng/main/contents.do?menuNo=400158,https://www.fss.or.kr/eng/main/contents.do?menuNo=400158,authority-owned,enforcement_archive,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-kr-345152e59c2995db,ra-route-1698b1692abb4c90f26c,KR,South Korea,Financial Supervisory Service,pensions,https://www.fss.or.kr/,https://www.fss.or.kr/fss/bbs/B0000159/list.do?menuNo=200173,https://www.fss.or.kr/fss/bbs/B0000159/list.do?menuNo=200173,authority-owned,sanctions_or_penalty_list,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,,not-determined,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-kr-2d48fb7a994de1c6,ra-route-2be114e3f956f3dbe5d3,KR,South Korea,Korea  Financial Intelligence Unit (KoFIU),financial_intelligence,https://www.kofiu.go.kr/eng/main.do,https://www.kofiu.go.kr/eng/notification/sanctions.do,https://www.kofiu.go.kr/eng/notification/sanctions.do,authority-owned,sanctions_or_penalty_list,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en;fr,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-es-e27ac8bd054aacff,ra-route-ecccef87ef59b9a3b29c,ES,Spain,Bank of Spain,central_banking;prudential_supervision,http://www.bde.es/homee.htm,https://www.bde.es/wbe/en/punto-informacion/contenidos/sanciones-impuestas-banco-espana/,https://www.bde.es/wbe/en/punto-informacion/contenidos/sanciones-impuestas-banco-espana/,authority-owned,sanctions_or_penalty_list,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en;es;fr,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-lk-625d08b44e70f8b3,ra-route-b224302a7d271cae5052,LK,Sri Lanka,Central Bank of Sri Lanka,central_banking;prudential_supervision,http://www.cbsl.gov.lk/,https://www.cbsl.gov.lk/en/laws/directions-circulars-guidelines-on-resolution-and-enforcement,https://www.cbsl.gov.lk/en/laws/directions-circulars-guidelines-on-resolution-and-enforcement,authority-owned,enforcement_archive,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-lk-91e5bd5568225cc4,ra-route-17950a89f85e1af6264e,LK,Sri Lanka,Financial Intelligence Unit of Sri Lanka (Sri Lanka FIU),financial_intelligence,http://fiusrilanka.gov.lk/,http://fiusrilanka.gov.lk/unscr_sanctions_TF.html,http://fiusrilanka.gov.lk/unscr_sanctions_TF.html,authority-owned,sanctions_or_penalty_list,reachable,dated-first-page-signal,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en;fr,explicit-url-or-label-hint,2026-01;2026-08,2026-08,low-frequency-first-page-signal,semiannual,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-lk-a90c6fb6ce9f356e,ra-route-8e0835ce21d5713da10a,LK,Sri Lanka,Securities and Exchange Commission of Sri Lanka,securities,http://www.sec.gov.lk/,https://www.sec.gov.lk/united-nations-sanctions/,https://www.sec.gov.lk/united-nations-sanctions/,authority-owned,sanctions_or_penalty_list,reachable,dated-first-page-signal,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en;fr,explicit-url-or-label-hint,2024-08;2024-09;2025-06;2025-09;2026-02;2026-03;2026-04;2026-05;2026-07,2026-07,periodic-first-page-signal,quarterly,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-sr-3269bb549d406793,ra-route-a51d250b4a71f27390e3,SR,Suriname,Central Bank of Suriname,central_banking;prudential_supervision;insurance;pensions,http://www.cbvs.sr/,https://www.cbvs.sr/images/content/2025/DTZ2025/AML-CFT-Wetgeving/Besluit%20voering%20Nationale%20Sanctielijst%20-SB%202025%20No.%2053.pdf,https://www.cbvs.sr/images/content/2025/DTZ2025/AML-CFT-Wetgeving/Besluit%20voering%20Nationale%20Sanctielijst%20-SB%202025%20No.%2053.pdf,authority-owned,detail_document,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,,not-determined,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-se-36df50d212d47090,ra-route-d626a0b244267e8523ec,SE,Sweden,Finansinspektionen,prudential_supervision;securities;financial_intelligence,http://www.fi.se/,https://www.fi.se/sv/publicerat/granskningar/undersokningar/undersokningar-lista/2023/fi-undersoker-alecta2/,https://www.fi.se/sv/publicerat/granskningar/undersokningar/undersokningar-lista/2023/fi-undersoker-alecta2/,authority-owned,sanctions_or_penalty_list,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,,not-determined,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-se-fbd9b4028f8c1ddf,ra-route-c2236e0d2b8cbd976b47,SE,Sweden,Sveriges Riksbank,central_banking;prudential_supervision,https://www.riksbank.se/en-gb/,https://www.riksbank.se/en-gb/about-the-riksbank/how-the-riksbank-is-governed/internal-regulatory-framework/policies/policy-for-the-riksbanks-work-to-prevent-money-laundering/,https://www.riksbank.se/en-gb/about-the-riksbank/how-the-riksbank-is-governed/internal-regulatory-framework/policies/policy-for-the-riksbanks-work-to-prevent-money-laundering/,authority-owned,sanctions_or_penalty_list,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en;fr,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-ch-f7311e35db85e4be,ra-route-548e3189a63eefc2a984,CH,Switzerland,Swiss Financial Market Supervisory Authority (FINMA),prudential_supervision;securities;insurance,http://www.finma.ch/,https://report.finma.ch/2025/de/,https://report.finma.ch/2025/de/,authority-owned,enforcement_archive,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,de,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-ch-9fa02e6113f6cd66,ra-route-311077a16ef9cec13931,CH,Switzerland,Swiss National Bank,central_banking;prudential_supervision,http://www.snb.ch/,https://www.snb.ch/en/the-snb/mandates-goals/monetary-policy/decisions,https://www.snb.ch/en/the-snb/mandates-goals/monetary-policy/decisions,authority-owned,decision_register,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-sy-12bed37e6444eb77,ra-route-31afdcc2e6ab7cee20e4,SY,Syria,Central Bank of Syria,central_banking;prudential_supervision,https://cb.gov.sy/,https://cb.gov.sy/index.php?page=list&ex=2&dir=laws&lang=1&lt=3&service=5&act=576,https://cb.gov.sy/index.php?page=list&ex=2&dir=laws&lang=1&lt=3&service=5&act=576,authority-owned,generic_or_ambiguous,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,,not-determined,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-tw-1359e3991062e0e5,ra-route-7464445d989bf982ffad,TW,Taiwan,Anti-Money Laundering Division (AMLD),financial_intelligence,http://www.mjib.gov.tw/en,https://www.mjib.gov.tw/mlpcen,https://www.mjib.gov.tw/mlpcen,authority-owned,sanctions_or_penalty_list,reachable,dated-first-page-signal,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en;fr,explicit-url-or-label-hint,2024-09;2026-07;2026-08,2026-08,periodic-first-page-signal,quarterly,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-tw-11f386fea10a7a7b,ra-route-46d0ef3f90bd4a65ce2e,TW,Taiwan,Financial Supervisory Commission,securities;insurance,http://www.fsc.gov.tw/,"https://www.fsc.gov.tw/ch/home.jsp?id=131&parentpath=0,2&mcustomize=multimessage_view.jsp&dataserno=202608170002&aplistdn=ou=data,ou=penalty,ou=multisite,ou=chinese,ou=ap_root,o=fsc,c=tw&dtable=Penalty","https://www.fsc.gov.tw/ch/home.jsp?id=131&parentpath=0,2&mcustomize=multimessage_view.jsp&dataserno=202608170002&aplistdn=ou=data,ou=penalty,ou=multisite,ou=chinese,ou=ap_root,o=fsc,c=tw&dtable=Penalty",authority-owned,enforcement_archive,reachable,dated-first-page-signal,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,,not-determined,2026-08,2026-08,low-frequency-first-page-signal,semiannual,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-tz-9d33aa58e456cd87,ra-route-0c970be4685a0cc54242,TZ,Tanzania,Bank of Tanzania,central_banking;prudential_supervision,https://www.bot.go.tz/,https://www.bot.go.tz/PressRelease,https://www.bot.go.tz/PressRelease,authority-owned,news_or_notice,reachable,dated-first-page-signal,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,2025-03,2025-03,low-frequency-first-page-signal,semiannual,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-tz-a72fec741e5d1e06,ra-route-b686b3fbdaa6451fb089,TZ,Tanzania,Financial Intelligence Unit (FIU) - Tanzania,financial_intelligence,https://www.fiu.go.tz/,https://www.fiu.go.tz/,https://www.fiu.go.tz/,authority-owned,enforcement_archive,reachable,dated-first-page-signal,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en,explicit-url-or-label-hint,2025-05,2025-05,low-frequency-first-page-signal,semiannual,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-th-3c151c57269f0162,ra-route-7692ef04b7bbc3db30d4,TH,Thailand,Bank of Thailand,central_banking;prudential_supervision,https://www.bot.or.th/english,https://www.bot.or.th/th/laws-and-rules/regulatory-fines-report.html,https://www.bot.or.th/th/laws-and-rules/regulatory-fines-report.html,authority-owned,publication_or_report,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,,not-determined,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-gm-c3c985b404801688,ra-route-83b20ee1c7eccb8b8ab3,GM,The Gambia,Central Bank of The Gambia,central_banking;prudential_supervision,http://www.cbg.gm/,http://www.cbg.gm/bonds-notices,http://www.cbg.gm/bonds-notices,not-observable,not-observable,challenge-protected,not-observable,not-observable,browser-clearance-required,browser-review-required,obstructed,en,explicit-url-or-label-hint,,,not-observable,browser-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
ra-auth-tg-281376c6605852f3,ra-route-3292a2aa75fd069df638,TG,Togo,Central Bank of West African States (BCEAO),central_banking;prudential_supervision,https://www.bceao.int/en,https://www.bceao.int/en,https://www.bceao.int/en,authority-owned,news_or_notice,reachable,dated-first-page-signal,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,2026-03;2026-05;2026-06;2026-07,2026-07,periodic-first-page-signal,quarterly,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-tg-dbb317f3583ca7e4,ra-route-d765882e4dcd7e2667f9,TG,Togo,Conférence Interafricaine des Marchés d'Assurances (CIMA),insurance,http://cima-afrique.org/,https://cima-afrique.org/decisions-du-cma/,https://cima-afrique.org/decisions-du-cma/,authority-owned,decision_register,reachable,dated-first-page-signal,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en;fr,explicit-url-or-label-hint,2026-07,2026-07,low-frequency-first-page-signal,semiannual,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-to-80bf8f47c8429491,ra-route-d9c1d8dd70c1ab60a688,TO,Tonga,National Reserve Bank of Tonga,central_banking;prudential_supervision,http://www.reservebank.to/,https://www.reservebank.to/index.php/news/public-notice-counterfeit-100-paanga-banknotes-in-circulation,https://www.reservebank.to/index.php/news/public-notice-counterfeit-100-paanga-banknotes-in-circulation,authority-owned,news_or_notice,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-tt-4475fed469ea7e69,ra-route-d064b7af66518fd5d953,TT,Trinidad and Tobago,Central Bank of Trinidad and Tobago,central_banking;prudential_supervision;insurance;pensions,http://www.central-bank.org.tt/,https://www.central-bank.org.tt/notice-insurance-act-2018-as-amended-5/,https://www.central-bank.org.tt/notice-insurance-act-2018-as-amended-5/,authority-owned,news_or_notice,reachable,dated-first-page-signal,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,2026-03,2026-03,low-frequency-first-page-signal,semiannual,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-tt-8c77dc972a123039,ra-route-3b21ecb7865ef9c8d3a9,TT,Trinidad and Tobago,Financial Intelligence Unit of Trinidad and Tobago (FIUTT),financial_intelligence,http://www.fiu.gov.tt/,https://fiu.gov.tt/reporting/enforcement/,https://fiu.gov.tt/reporting/enforcement/,not-observable,not-observable,challenge-protected,not-observable,not-observable,browser-clearance-required,browser-review-required,obstructed,en,explicit-url-or-label-hint,,,not-observable,browser-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
ra-auth-tt-d8be84c62e4a2d61,ra-route-0cf16769b02fbd9b7cc2,TT,Trinidad and Tobago,Trinidad and Tobago Securities and Exchange Commission,securities,http://www.ttsec.org.tt/,https://www.ttsec.org.tt/enforcement/,https://www.ttsec.org.tt/enforcement/,authority-owned,enforcement_archive,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-tn-d8f4bc77c2f95e98,ra-route-a344a4bf90d09ec60cd0,TN,Tunisia,Conseil du marché financier,securities,http://www.cmf.tn/,https://www.un.org/securitycouncil/fr/content/un-sc-consolidated-list,https://main.un.org/securitycouncil/fr/content/un-sc-consolidated-list,official-external,sanctions_or_penalty_list,reachable,dated-first-page-signal,strong-official-publication-candidate,official-external-scope,manual-review-required,official-external,en;fr,explicit-url-or-label-hint,2026-08,2026-08,low-frequency-first-page-signal,semiannual,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-tn-a132cab953aa3b58,ra-route-f1838853d68d6584de65,TN,Tunisia,"Ministère des Finances, Comité Général des Assurances",insurance,https://www.cga.gov.tn/,https://www.cga.gov.tn/index.php?id=33,https://www.cga.gov.tn/index.php?id=33,authority-owned,generic_or_ambiguous,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,,not-determined,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-tc-1a0b147fb05441dd,ra-route-28af1d979870aacdcfac,TC,Turks and Caicos Islands,Financial Intelligence Agency of the Turks and Caicos Islands (FIA-TCI),financial_intelligence,http://www.tcipolice.tc/index.php/financial-intelligence-unit/200-fiu-overview,https://www.tcipolice.tc/traffic-enforcement-unit/,https://www.tcipolice.tc/traffic-enforcement-unit/,authority-owned,enforcement_archive,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
