iso2,country,authority,roles,candidate_label,candidate_url,final_url,access_state,http_status,title,publication_relevance,observed_months_2024_2026,observed_month_count,latest_observed_month,provisional_cadence_signal,interpretation,error
MW,Malawi,Reserve Bank of Malawi,central_banking;prudential_supervision;securities;pensions,Auction Notice,https://www.rbm.mw/,https://www.rbm.mw/,reachable,200,Reserve Bank of Malawi,generic-or-ambiguous-link,2025-12;2026-06;2026-07;2026-08,4,2026-08,periodic-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
MY,Malaysia,Central Bank of Malaysia,central_banking;prudential_supervision;insurance,Monetary Penalty Review Committee,https://www.bnm.gov.my/committees/mprc,https://www.bnm.gov.my/committees/mprc,reachable,200,Monetary Penalty Review Committee - Bank Negara Malaysia,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
MY,Malaysia,Labuan Financial Services Authority (Labuan FSA),insurance,Enforcement Actions,https://www.labuanfsa.gov.my/,https://www.labuanfsa.gov.my/,challenge-protected,200,Labuan FSA | Gateway to Asia’s Premier Financial Centre,not-observable,,0,,not-observable,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
MY,Malaysia,Securities Commission*,securities,Enforcement,https://www.sc.com.my/analytics/enforcement,https://www.sc.com.my/analytics/enforcement,reachable,200,Enforcement - ANALYTICS | Securities Commission Malaysia,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
MV,Maldives,Capital Market Development Authority,securities;pensions,Enforcement Process,https://cmda.gov.mv/en/enforcement,https://cmda.gov.mv/en/enforcement,reachable,200,CMDA - Enforcement,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
ML,Mali,Central Bank of West African States (BCEAO),central_banking;prudential_supervision,Legal Notice,https://www.bceao.int/en,https://www.bceao.int/en,reachable,200,BCEAO | Banque Centrale des Etats de l’Afrique de l’Ouest,generic-or-ambiguous-link,2026-03;2026-05;2026-06;2026-07,4,2026-07,periodic-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
ML,Mali,Conférence Interafricaine des Marchés d'Assurances (CIMA),insurance,Décisions du Conseil des Ministres des Assurances,https://cima-afrique.org/decisions-du-cma/,https://cima-afrique.org/decisions-du-cma/,reachable,200,Décisions du CMA – CIMA,generic-or-ambiguous-link,2026-07,1,2026-07,low-frequency-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
MT,Malta,Financial Intelligence Analysis Unit (FIAU),financial_intelligence,Enforcement,https://fiaumalta.org/what-we-do/enforcement/,https://fiaumalta.org/what-we-do/enforcement/,reachable,200,Enforcement - FIAU,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
MU,Mauritius,Bank of Mauritius,central_banking;prudential_supervision,Implementation of Targeted Sanctions,https://www.bom.mu/financial-stability/amlcft/implementation-targeted-sanctions,https://www.bom.mu/financial-stability/amlcft/implementation-targeted-sanctions,challenge-protected,200,Implementation of Targeted Sanctions | Bank of Mauritius,not-observable,2024-12,1,2024-12,not-observable,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
MD,Moldova,National Bank of Moldova,central_banking;prudential_supervision;insurance,Applied sanctions to foreign exchange entities,https://www.bnm.md/en/content/applied-sanctions-foreign-exchange-entities,https://www.bnm.md/en/content/applied-sanctions-foreign-exchange-entities,challenge-protected,200,Applied sanctions to foreign exchange entities | National Bank of Moldova,not-observable,,0,,not-observable,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
MC,Monaco,Commission de Contrôle des Activités Financières,securities,Les sanctions prononcées,https://ccaf.mc/ccaf/les-sanctions-prononcees/,https://ccaf.mc/ccaf/les-sanctions-prononcees/,challenge-protected,200,Les sanctions prononcées - CCAF,not-observable,,0,,not-observable,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
MN,Mongolia,Bank of Mongolia,central_banking;financial_intelligence,Monetary policy decision-making,https://www.mongolbank.mn/en/p/1098,https://www.mongolbank.mn/en/p/1098,reachable,200,Monetary policy decision-making,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
ME,Montenegro,Central Bank of Montenegro,central_banking,Questions and answers regarding the manner of application of the Decision on interim measures to reduce the adverse effects of the impact of the new coronavirus outbreak on the financial system after the mitigating measures to protect the population against communicable diseases,https://www.cbcg.me/en/public-relations/information/faq?accordion-open=1730,https://www.cbcg.me/en/public-relations/information/faq?accordion-open=1730,reachable,200,FAQ - CBCG,plausible-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
MS,Montserrat,Financial Services Commission,prudential_supervision,Sanctions,https://www.fscmontserrat.org/sanctions/,https://www.fscmontserrat.org/sanctions/,reachable,200,Sanctions | Financial Services Commission Montserrat,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
MA,Morocco,Bank Al-Maghrib (Central Bank of Morocco),central_banking;prudential_supervision,Sanctions regime,https://www.bkam.ma/en/Banking-supervision/Sanctions-regime,https://www.bkam.ma/en/Banking-supervision/Sanctions-regime,challenge-protected,200,BANK AL-MAGHRIB - Sanctions regime,not-observable,,0,,not-observable,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
MZ,Mozambique,Financial Intelligence Office of Mozambique (GiFiM),financial_intelligence,Lista Nacional de Sancionados,https://www.gifim.gov.mz/,https://www.gifim.gov.mz/,reachable,200,GIFiM - Gabinete de Informação Financeira de Moçambique,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
MM,Myanmar,Central Bank of Myanmar,central_banking;prudential_supervision,Reserve Requirement Penalty Instruction,https://www.cbm.gov.mm/content/2253,https://www.cbm.gov.mm/content/2253,challenge-protected,200,Reserve Requirement Penalty Instruction | Central Bank of Myanmar,not-observable,,0,,not-observable,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
NA,Namibia,Financial Intelligence Centre (FIC),financial_intelligence,Sanctions Screening Tool,https://services.fic.na/FICSanctionsTool,https://services.fic.na/FICSanctionsTool,reachable,200,FIC sanctions screening,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
NR,Nauru,Financial Intelligence Unit of Nauru,financial_intelligence,Download,https://justice.gov.nr/wp-content/uploads/2024/06/Anti-Money-Laundering-Targeted-Financial-Sanctions-Fit-and-Proper-Person-Criteria.pdf,https://justice.gov.nr/wp-content/uploads/2024/06/Anti-Money-Laundering-Targeted-Financial-Sanctions-Fit-and-Proper-Person-Criteria.pdf,reachable,200,,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
NP,Nepal,Central Bank of Nepal (Nepal Rastra Bank),central_banking;prudential_supervision;financial_intelligence,Targeted Sanction List and Other,https://www.nrb.org.np/targeted-sanction-list-and-other,https://www.nrb.org.np/targeted-sanction-list-and-other,challenge-protected,200,Targeted Sanction List and Other - the official site of the Central Bank of Nepal,not-observable,,0,,not-observable,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
NP,Nepal,Nepal Insurance Authority,insurance,AML/CFT's Sanction List Link-2,https://press.un.org/en/2024/sc15597.doc.htm,https://press.un.org/en/2024/sc15597.doc.htm,reachable,200,Client Challenge,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
NL,Netherlands,De Nederlandsche Bank,central_banking;prudential_supervision;insurance;pensions,Financial sanctions,https://www.dnb.nl/en/reliable-financial-sector/financial-sanctions/,https://www.dnb.nl/en/reliable-financial-sector/financial-sanctions/,reachable,200,Financial sanctions│De Nederlandsche Bank | De Nederlandsche Bank,strong-official-publication-candidate,2026-04;2026-06;2026-07,3,2026-07,periodic-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
NL,Netherlands,Financial Intelligence Unit – Netherlands (FIU-NL),financial_intelligence,Luxury designer goods despite sanctions,https://www.fiu-nederland.nl/en/knowledge_base/luxury-designer-goods-despite-sanctions/,https://www.fiu-nederland.nl/en/knowledge_base/luxury-designer-goods-despite-sanctions/,reachable,200,Luxury designer goods despite sanctions - FIU-Nederland,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
NL,Netherlands,The Dutch Authority for the Financial Markets*,securities;insurance,Lees meer,https://www.afm.nl/nl-nl/sector/actueel/2026/aug/pb-boete-vfs,https://www.afm.nl/nl-nl/sector/actueel/2026/aug/pb-boete-vfs,reachable,200,Vodafone Financial Services krijgt boete voor onverantwoorde kredietverstrekking,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
NZ,New Zealand,New Zealand Police Financial Intelligence Unit (NZ-Police FIU),financial_intelligence,Trespass,https://www.police.govt.nz/advice-services/personal-and-community-safety/trespass-notices,https://www.police.govt.nz/advice-services/personal-and-community-safety/trespass-notices,reachable,200,How to give someone a trespass notice | New Zealand Police,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
NE,Niger,Central Bank of West African States (BCEAO),central_banking;prudential_supervision,Legal Notice,https://www.bceao.int/en,https://www.bceao.int/en,reachable,200,BCEAO | Banque Centrale des Etats de l’Afrique de l’Ouest,generic-or-ambiguous-link,2026-03;2026-05;2026-06;2026-07,4,2026-07,periodic-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
NE,Niger,Conférence Interafricaine des Marchés d'Assurances (CIMA),insurance,Décisions du Conseil des Ministres des Assurances,https://cima-afrique.org/decisions-du-cma/,https://cima-afrique.org/decisions-du-cma/,reachable,200,Décisions du CMA – CIMA,generic-or-ambiguous-link,2026-07,1,2026-07,low-frequency-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
NG,Nigeria,Central Bank of Nigeria,central_banking;prudential_supervision,See more,https://www.cbn.gov.ng/Documents/Notices.html,https://www.cbn.gov.ng/Documents/Notices.html,challenge-protected,200,Notices | Central Bank of Nigeria,not-observable,,0,,not-observable,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
NG,Nigeria,National Pension Commission,pensions,Website Privacy Notice,https://www.pencom.gov.ng/website-privacy-notice/,https://www.pencom.gov.ng/website-privacy-notice/,challenge-protected,200,Website Privacy Notice | National Pension Commission,not-observable,2026-06,1,2026-06,not-observable,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
NG,Nigeria,Securities and Exchange Commission*,securities,Enforcements,https://www.sec.gov.ng/enforcements/,https://www.sec.gov.ng/enforcements/,reachable,200,"Enforcements by SEC - Securities and Exchange Commission, Nigeria",strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
NO,Norway,Central Bank of Norway,central_banking;prudential_supervision,Rate decision August 2026,https://www.norges-bank.no/en/topics/monetary-policy/Monetary-policy-meetings/2026/august-2026/,https://www.norges-bank.no/en/topics/monetary-policy/Monetary-policy-meetings/2026/august-2026/,reachable,200,Rate decision August 2026,generic-or-ambiguous-link,2026-08,1,2026-08,low-frequency-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
PK,Pakistan,Securities and Exchange Commission,securities;pensions,Enforcement,https://www.secp.gov.pk/enforcement/,https://www.secp.gov.pk/enforcement/orders/stock-exchanges-corporatization-demutualization-and-integration-act-2012/,reachable,200,"Stock Exchanges Act, 2012 - Enforcement | SECP",strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
PW,Palau,Financial Intelligence Unit,financial_intelligence,Notice of English and Palauan of Proposed Regulations and FIU AML/CFT Regulation 04 - AML/CFT Reporting Entity Registry,https://palaufiu.wordpress.com/wp-content/uploads/2026/03/notices-and-regulations-fiu-regulation-04-amlcft-reporting-entity-registry-1.pdf,https://palaufiu.wordpress.com/wp-content/uploads/2026/03/notices-and-regulations-fiu-regulation-04-amlcft-reporting-entity-registry-1.pdf,reachable,200,,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
PA,Panama,Superintendencia de Seguros y Reaseguros de Panamá,insurance,Sanciones,https://superseguros.gob.pa/sancion/,https://superseguros.gob.pa/sancion/,reachable,200,Superintendencia de Seguros y Reaseguros de Panamá | Sanciones,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
PA,Panama,Superintendencia del Mercado de Valores,securities,"Multas, Sanciones y Fallos",https://supervalores.gob.pa/multas-sanciones-y-fallos/,https://supervalores.gob.pa/multas-sanciones-y-fallos/,reachable,200,"Multas, Sanciones y Fallos – Superintendencia del Mercado de Valores",strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
PE,Peru,Superintendencia del Mercado de Valores,securities,RNSDD,http://www.sanciones.gob.pe/transparencia/,http://www.sanciones.gob.pe/transparencia/,timeout,,,not-observable,,0,,not-observable,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",The operation was aborted due to timeout
PH,Philippines,Central Bank of the Philippines (Bangko Sentral ng Pilipinas),central_banking;prudential_supervision,Privacy Notice,https://www.bsp.gov.ph/Pages/AboutTheBank/BSPPrivacyPolicy.aspx,https://www.bsp.gov.ph/Pages/AboutTheBank/BSPPrivacyPolicy.aspx,reachable,200,About The Bank,plausible-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
PL,Poland,General Inspector of Financial Information (GIFI),financial_intelligence,Minister of Finance Data Processing Notice,https://www.gov.pl/web/finance/klauzula-przetwarzania-danych-osobowych-udostepnionych-droga-elektroniczna,https://www.gov.pl/web/finance/klauzula-przetwarzania-danych-osobowych-udostepnionych-droga-elektroniczna,reachable,200,Minister of Finance Data Processing Notice - Ministry of Finance - Gov.pl website,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
PT,Portugal,Autoridade de Supervisão de Seguros e Fundos de Pensões (ASF),insurance;pensions,"Infrações, Sanções e Medidas Cautelares",https://www.asf.com.pt/infra%C3%A7%C3%B5es-e-san%C3%A7%C3%B5es,https://www.asf.com.pt/mercado/infra%C3%A7%C3%B5es-e-san%C3%A7%C3%B5es/sinteses-trimestrais,reachable,200,Sinteses trimestrais - Site ASF Institucional - ASF,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
PT,Portugal,Financial Intelligence Unit Portugal (UIF-Portugal),financial_intelligence,Direção de Serviços de Disciplina e Inspeção (DS-DI),https://www.policiajudiciaria.pt/dsdi/,https://www.policiajudiciaria.pt/dsdi/,reachable,200,Direção de Serviços de Disciplina e Inspeção (DS-DI) – Polícia Judiciária,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
QA,Qatar,Qatar Financial Centre Regulatory Authority,prudential_supervision;insurance,Enforcement,https://www.qfcra.com/enforcement/,https://www.qfcra.com/enforcement/,challenge-protected,200,qfcra,not-observable,,0,,not-observable,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
CG,Republic of the Congo,Bank of Central African States,central_banking,Circulaires et décisions,https://www.beac.int/p-des-changes/circulaires-et-decisions/,https://www.beac.int/p-des-changes/circulaires-et-decisions/,challenge-protected,200,Circulaires et décisions - BEAC,not-observable,,0,,not-observable,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
CG,Republic of the Congo,Conférence Interafricaine des Marchés d'Assurances (CIMA),insurance,Décisions du Conseil des Ministres des Assurances,https://cima-afrique.org/decisions-du-cma/,https://cima-afrique.org/decisions-du-cma/,reachable,200,Décisions du CMA – CIMA,generic-or-ambiguous-link,2026-07,1,2026-07,low-frequency-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
LC,Saint Lucia,Financial Intelligence Authority (FIA-Saint Lucia),financial_intelligence,Notices/Circulars,https://www.slufia.com/p/notices-circulars,https://www.slufia.com/p/notices-circulars,challenge-protected,200,Notices/Circulars | Financial Intelligence Authority,not-observable,,0,,not-observable,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
VC,Saint Vincent and the Grenadines,Financial Intelligence Unit Saint Vincent and the Grenadines (FIU-SVG),financial_intelligence,UN Sanctions,https://www.un.org/securitycouncil/sanctions/information,https://main.un.org/securitycouncil/en/sanctions/information,reachable,200,Sanctions | Security Council,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
WS,Samoa,Central Bank of Samoa,central_banking;prudential_supervision;financial_intelligence,AML Brochures & Sanction List,https://cbs.gov.ws/aml-brochures--sanction-list,https://cbs.gov.ws/aml-brochures--sanction-list,reachable,200,Central Bank of Samoa - AML Brochures & Sanction List,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
SM,San Marino,Central Bank of the Republic of San Marino,central_banking;prudential_supervision,Sanzioni,https://www.bcsm.sm/funzioni/sanzioni,https://www.bcsm.sm/funzioni/sanzioni,reachable,200,Sanzioni - BCSM,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
SA,Saudi Arabia,Saudi Central Bank,central_banking;prudential_supervision,View all,https://www.sama.gov.sa/en-US/Currency/FinExc/Pages/Currency.aspx,https://www.sama.gov.sa/en-US/Currency/FinExc/Pages/Currency.aspx,reachable,200,Exchange Rate,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
SN,Senegal,Central Bank of West African States (BCEAO),central_banking;prudential_supervision,Legal Notice,https://www.bceao.int/en,https://www.bceao.int/en,reachable,200,BCEAO | Banque Centrale des Etats de l’Afrique de l’Ouest,generic-or-ambiguous-link,2026-03;2026-05;2026-06;2026-07,4,2026-07,periodic-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
SN,Senegal,Conférence Interafricaine des Marchés d'Assurances (CIMA),insurance,Décisions du Conseil des Ministres des Assurances,https://cima-afrique.org/decisions-du-cma/,https://cima-afrique.org/decisions-du-cma/,reachable,200,Décisions du CMA – CIMA,generic-or-ambiguous-link,2026-07,1,2026-07,low-frequency-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
RS,Serbia,National Bank of Serbia,central_banking;prudential_supervision;insurance;pensions,Register of Received Decisions,https://nbs.rs/en/drugi-nivo-navigacije/servisi/reg_resenja,https://webappcenter.nbs.rs/PnWebApp/EnforcedCollectionDecision/EnforcedCollectionDecision/Index?isSearchExecuted=false,reachable,200,Центар за јавне веб апликације - Упит у регистар примљених решења,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
SC,Seychelles,Financial Services Authority,insurance;pensions,Enforcement,https://fsaseychelles.sc/,https://fsaseychelles.sc/,challenge-protected,200,Financial Services Authority,not-observable,2026-01;2026-05;2026-06;2026-07;2026-08,5,2026-08,not-observable,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
SC,Seychelles,Seychelles  Financial Intelligence Unit (Seychelles FIU),financial_intelligence,NOTICES,https://seychellesfiu.sc/notices/,https://seychellesfiu.sc/notices/,reachable,200,NOTICES – Seychelles Financial Intelligence Unit,plausible-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
SG,Singapore,Monetary Authority of Singapore,central_banking;prudential_supervision;securities;insurance,Enforcement,https://www.mas.gov.sg/regulation/enforcement,https://www.mas.gov.sg/regulation/enforcement,reachable,200,Enforcement,strong-official-publication-candidate,2025-10;2025-12,2,2025-12,low-frequency-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
SX,Sint Maarten,Reporting Center for Unusual Transactions (MOT Sint Maarten),financial_intelligence,UN and EU Sanctions,http://www.fiu-sxm.net/web/082B268FDAD380EB04257E90004F645A,http://www.fiu-sxm.net/web/082B268FDAD380EB04257E90004F645A,http-404,404,Unable to Process Request,not-observable,,0,,not-observable,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
SK,Slovakia,National Bank of Slovakia,central_banking;prudential_supervision;securities;insurance;pensions,Monetary policy decisions,https://www.nbs.sk/en,https://www.nbs.sk/en,reachable,200,Národná banka Slovenska – The National Bank of Slovakia (NBS) is the central bank of Slovakia.,generic-or-ambiguous-link,2026-06;2026-07,2,2026-07,low-frequency-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
SI,Slovenia,Banka Slovenije,central_banking;prudential_supervision,"Monetary Policy Decisions by the Governing Council of the ECB where the objective is ensuring price stability. The decisions are made on the basis of current economic indicators, projections for the euro area, and the situation on the financial markets.",https://www.bsi.si/en/monetary-policy-2,https://www.bsi.si/en/monetary-policy-2,reachable,200,Monetary Policy | Banka Slovenije,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
ZA,South Africa,Financial Intelligence Centre (FIC),financial_intelligence,https://www.fic.gov.za/targeted-financial-sanctions/,https://www.fic.gov.za/targeted-financial-sanctions/,https://www.fic.gov.za/targeted-financial-sanctions/,challenge-protected,200,Targeted financial sanctions – FIC,not-observable,,0,,not-observable,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
ZA,South Africa,Financial Sector Conduct Authority,securities;insurance;pensions,Enforcement Actions,https://www.fsca.co.za/,https://www.fsca.co.za/,reachable,200,Home,strong-official-publication-candidate,2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2025-02;2025-03;2025-04;2025-05;2025-06;2025-08;2025-10;2025-11;2026-01;2026-02;2026-03;2026-04;2026-06;2026-07,23,2026-07,frequent-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
KR,South Korea,Bank of Korea,central_banking;prudential_supervision,Decision-making Process of Monetary Policy,https://www.bok.or.kr/eng/main/contents.do?menuNo=400017,https://www.bok.or.kr/eng/main/contents.do?menuNo=400017,reachable,200,| Decision-making Process of Monetary Policy | Objectives & Framework of Monetary Policy | Monetary Policy | Topics | Bank of Korea,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
KR,South Korea,Financial Supervisory Service,prudential_supervision;insurance,Unfair Trading and Enforcement,https://www.fss.or.kr/eng/main/contents.do?menuNo=400158,https://www.fss.or.kr/eng/main/contents.do?menuNo=400158,reachable,200,Trading of securities on the basis of material nonpublic information | Types of Unfair Trading | Unfair Trading and Enforcement | Capital Markets | Supervision |,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
KR,South Korea,Financial Supervisory Service,pensions,"검사·제재 제재관련 공시, 과거제재내용공시, 검사징구자료양식, 검사매뉴얼 정보를 제공하는 서비스입니다. 바로가기",https://www.fss.or.kr/fss/bbs/B0000159/list.do?menuNo=200173,https://www.fss.or.kr/fss/bbs/B0000159/list.do?menuNo=200173,reachable,200,과거제재내용 공시(목록) | 검사·제재 | 업무자료 |,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
KR,South Korea,Korea  Financial Intelligence Unit (KoFIU),financial_intelligence,Sanctions Disclosure,https://www.kofiu.go.kr/eng/notification/sanctions.do,https://www.kofiu.go.kr/eng/notification/sanctions.do,reachable,200,FIU,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
ES,Spain,Bank of Spain,central_banking;prudential_supervision,Sanctions,https://www.bde.es/wbe/en/punto-informacion/contenidos/sanciones-impuestas-banco-espana/,https://www.bde.es/wbe/en/punto-informacion/contenidos/sanciones-impuestas-banco-espana/,reachable,200,Sanctions imposed by the Banco de España - Banco de Espaï¿½a,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
LK,Sri Lanka,Central Bank of Sri Lanka,central_banking;prudential_supervision,Deposit Insurance and Resolution,https://www.cbsl.gov.lk/en/laws/directions-circulars-guidelines-on-resolution-and-enforcement,https://www.cbsl.gov.lk/en/laws/directions-circulars-guidelines-on-resolution-and-enforcement,reachable,200,"Directions, Circulars, Guidelines and Gazettes for Deposit Insurance and Resolution | Central Bank of Sri Lanka",generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
LK,Sri Lanka,Financial Intelligence Unit of Sri Lanka (Sri Lanka FIU),financial_intelligence,Sanctions on TF,http://fiusrilanka.gov.lk/unscr_sanctions_TF.html,http://fiusrilanka.gov.lk/unscr_sanctions_TF.html,reachable,200,Financial Intelligence Unit of Sri Lanka - Sanctions on TF,strong-official-publication-candidate,2026-01;2026-08,2,2026-08,low-frequency-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
LK,Sri Lanka,Securities and Exchange Commission of Sri Lanka,securities,United Nations Sanctions,https://www.sec.gov.lk/united-nations-sanctions/,https://www.sec.gov.lk/united-nations-sanctions/,reachable,200,United Nations Sanctions – Securities & Exchange Commission,strong-official-publication-candidate,2024-08;2024-09;2025-06;2025-09;2026-02;2026-03;2026-04;2026-05;2026-07,9,2026-07,periodic-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
SR,Suriname,Central Bank of Suriname,central_banking;prudential_supervision;insurance;pensions,Besluit voering Nationale Sanctielijst -SB 2025 No. 53,https://www.cbvs.sr/images/content/2025/DTZ2025/AML-CFT-Wetgeving/Besluit%20voering%20Nationale%20Sanctielijst%20-SB%202025%20No.%2053.pdf,https://www.cbvs.sr/images/content/2025/DTZ2025/AML-CFT-Wetgeving/Besluit%20voering%20Nationale%20Sanctielijst%20-SB%202025%20No.%2053.pdf,reachable,200,,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
