iso2,country,region,factor,label,availability,scored,value_kind,value_label,value_raw,source_provider,source_url,licence,effective_at,retrieved_at,source_candidates,limitation
AE,United Arab Emirates,Middle East,beneficial-ownership,Beneficial ownership,unavailable,false,,,,,,,,,Open Ownership|https://www.openownership.org/en/map/|checked-in-snapshot,"The Open Ownership map is a live-register snapshot and absence means no register was identified in that snapshot, not that no register exists."
YE,Yemen,Middle East,organised-crime,Organised crime,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level organised-crime dataset is currently checked in; no risk value is inferred.
YE,Yemen,Middle East,fraud-cybercrime,Fraud and cybercrime,unavailable,false,,,,,,,,,International Telecommunication Union|https://www.itu.int/en/ITU-D/Cybersecurity/Pages/global-cybersecurity-index.aspx|candidate-not-ingested,No reviewed country-level fraud or cybercrime dataset is currently checked in; no risk value is inferred.
YE,Yemen,Middle East,terrorism-proliferation,Terrorism and proliferation financing,unavailable,false,,,,,,,,,Financial Action Task Force|https://www.fatf-gafi.org/en/publications/mutualevaluations.html|candidate-not-ingested,No reviewed country-comparable terrorism/proliferation threat dataset is currently checked in; FATF listing status remains a separate overlay.
YE,Yemen,Middle East,trafficking,Trafficking,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level trafficking dataset is currently checked in; no risk value is inferred.
YE,Yemen,Middle East,financial-secrecy-offshore,Financial secrecy and offshore exposure,unavailable,false,,,,,,,,,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested,"No reviewed, licence-clean financial-secrecy index is currently checked in; jurisdiction type alone is not used as a proxy."
YE,Yemen,Middle East,tax-cooperation,Tax cooperation,available,false,categorical,Not listed in EU Annex I,not-listed,Council of the European Union,https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/,,2026-02-17,2026-02-17,"Council of the European Union|https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/|checked-in-snapshot,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested","Annex I is a political/legal tax-cooperation list, not a general AML, corruption, or country-risk score."
YE,Yemen,Middle East,political-stability-conflict,Political stability and conflict,available,false,percentile,19/100 WGI percentile,19,World Bank Worldwide Governance Indicators,https://www.worldbank.org/en/publication/worldwide-governance-indicators,CC BY 4.0 — World Bank WGI,2024,2026-08-13T11:45:25.085Z,World Bank Worldwide Governance Indicators|https://www.worldbank.org/en/publication/worldwide-governance-indicators|checked-in-snapshot,"WGI is an institutional perception indicator, not a conflict event feed or a prediction of future violence."
YE,Yemen,Middle East,beneficial-ownership,Beneficial ownership,unavailable,false,,,,,,,,,Open Ownership|https://www.openownership.org/en/map/|checked-in-snapshot,"The Open Ownership map is a live-register snapshot and absence means no register was identified in that snapshot, not that no register exists."
JE,Jersey,Offshore / IFC,organised-crime,Organised crime,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level organised-crime dataset is currently checked in; no risk value is inferred.
JE,Jersey,Offshore / IFC,fraud-cybercrime,Fraud and cybercrime,unavailable,false,,,,,,,,,International Telecommunication Union|https://www.itu.int/en/ITU-D/Cybersecurity/Pages/global-cybersecurity-index.aspx|candidate-not-ingested,No reviewed country-level fraud or cybercrime dataset is currently checked in; no risk value is inferred.
JE,Jersey,Offshore / IFC,terrorism-proliferation,Terrorism and proliferation financing,unavailable,false,,,,,,,,,Financial Action Task Force|https://www.fatf-gafi.org/en/publications/mutualevaluations.html|candidate-not-ingested,No reviewed country-comparable terrorism/proliferation threat dataset is currently checked in; FATF listing status remains a separate overlay.
JE,Jersey,Offshore / IFC,trafficking,Trafficking,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level trafficking dataset is currently checked in; no risk value is inferred.
JE,Jersey,Offshore / IFC,financial-secrecy-offshore,Financial secrecy and offshore exposure,unavailable,false,,,,,,,,,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested,"No reviewed, licence-clean financial-secrecy index is currently checked in; jurisdiction type alone is not used as a proxy."
JE,Jersey,Offshore / IFC,tax-cooperation,Tax cooperation,available,false,categorical,Not listed in EU Annex I,not-listed,Council of the European Union,https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/,,2026-02-17,2026-02-17,"Council of the European Union|https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/|checked-in-snapshot,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested","Annex I is a political/legal tax-cooperation list, not a general AML, corruption, or country-risk score."
JE,Jersey,Offshore / IFC,political-stability-conflict,Political stability and conflict,available,false,percentile,91/100 WGI percentile,91,World Bank Worldwide Governance Indicators,https://www.worldbank.org/en/publication/worldwide-governance-indicators,CC BY 4.0 — World Bank WGI,2024,2026-08-13T11:45:25.085Z,World Bank Worldwide Governance Indicators|https://www.worldbank.org/en/publication/worldwide-governance-indicators|checked-in-snapshot,"WGI is an institutional perception indicator, not a conflict event feed or a prediction of future violence."
JE,Jersey,Offshore / IFC,beneficial-ownership,Beneficial ownership,available,false,register,Register accessible for due diligence,cdd-accessible,Open Ownership,https://www.openownership.org/en/map/,CC BY 4.0 (Open Ownership),2026-08-23T10:55:05.203Z,2026-08-23T10:55:05.203Z,Open Ownership|https://www.openownership.org/en/map/|checked-in-snapshot,"The Open Ownership map is a live-register snapshot and absence means no register was identified in that snapshot, not that no register exists."
GG,Guernsey,Offshore / IFC,organised-crime,Organised crime,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level organised-crime dataset is currently checked in; no risk value is inferred.
GG,Guernsey,Offshore / IFC,fraud-cybercrime,Fraud and cybercrime,unavailable,false,,,,,,,,,International Telecommunication Union|https://www.itu.int/en/ITU-D/Cybersecurity/Pages/global-cybersecurity-index.aspx|candidate-not-ingested,No reviewed country-level fraud or cybercrime dataset is currently checked in; no risk value is inferred.
GG,Guernsey,Offshore / IFC,terrorism-proliferation,Terrorism and proliferation financing,unavailable,false,,,,,,,,,Financial Action Task Force|https://www.fatf-gafi.org/en/publications/mutualevaluations.html|candidate-not-ingested,No reviewed country-comparable terrorism/proliferation threat dataset is currently checked in; FATF listing status remains a separate overlay.
GG,Guernsey,Offshore / IFC,trafficking,Trafficking,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level trafficking dataset is currently checked in; no risk value is inferred.
GG,Guernsey,Offshore / IFC,financial-secrecy-offshore,Financial secrecy and offshore exposure,unavailable,false,,,,,,,,,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested,"No reviewed, licence-clean financial-secrecy index is currently checked in; jurisdiction type alone is not used as a proxy."
GG,Guernsey,Offshore / IFC,tax-cooperation,Tax cooperation,available,false,categorical,Not listed in EU Annex I,not-listed,Council of the European Union,https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/,,2026-02-17,2026-02-17,"Council of the European Union|https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/|checked-in-snapshot,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested","Annex I is a political/legal tax-cooperation list, not a general AML, corruption, or country-risk score."
GG,Guernsey,Offshore / IFC,political-stability-conflict,Political stability and conflict,unavailable,false,,,,,,,,,World Bank Worldwide Governance Indicators|https://www.worldbank.org/en/publication/worldwide-governance-indicators|checked-in-snapshot,"WGI is an institutional perception indicator, not a conflict event feed or a prediction of future violence."
GG,Guernsey,Offshore / IFC,beneficial-ownership,Beneficial ownership,available,false,register,Register restricted to authorities,authorities-only,Open Ownership,https://www.openownership.org/en/map/,CC BY 4.0 (Open Ownership),2026-08-23T10:55:05.203Z,2026-08-23T10:55:05.203Z,Open Ownership|https://www.openownership.org/en/map/|checked-in-snapshot,"The Open Ownership map is a live-register snapshot and absence means no register was identified in that snapshot, not that no register exists."
IM,Isle of Man,Offshore / IFC,organised-crime,Organised crime,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level organised-crime dataset is currently checked in; no risk value is inferred.
IM,Isle of Man,Offshore / IFC,fraud-cybercrime,Fraud and cybercrime,unavailable,false,,,,,,,,,International Telecommunication Union|https://www.itu.int/en/ITU-D/Cybersecurity/Pages/global-cybersecurity-index.aspx|candidate-not-ingested,No reviewed country-level fraud or cybercrime dataset is currently checked in; no risk value is inferred.
IM,Isle of Man,Offshore / IFC,terrorism-proliferation,Terrorism and proliferation financing,unavailable,false,,,,,,,,,Financial Action Task Force|https://www.fatf-gafi.org/en/publications/mutualevaluations.html|candidate-not-ingested,No reviewed country-comparable terrorism/proliferation threat dataset is currently checked in; FATF listing status remains a separate overlay.
IM,Isle of Man,Offshore / IFC,trafficking,Trafficking,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level trafficking dataset is currently checked in; no risk value is inferred.
IM,Isle of Man,Offshore / IFC,financial-secrecy-offshore,Financial secrecy and offshore exposure,unavailable,false,,,,,,,,,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested,"No reviewed, licence-clean financial-secrecy index is currently checked in; jurisdiction type alone is not used as a proxy."
IM,Isle of Man,Offshore / IFC,tax-cooperation,Tax cooperation,available,false,categorical,Not listed in EU Annex I,not-listed,Council of the European Union,https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/,,2026-02-17,2026-02-17,"Council of the European Union|https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/|checked-in-snapshot,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested","Annex I is a political/legal tax-cooperation list, not a general AML, corruption, or country-risk score."
IM,Isle of Man,Offshore / IFC,political-stability-conflict,Political stability and conflict,unavailable,false,,,,,,,,,World Bank Worldwide Governance Indicators|https://www.worldbank.org/en/publication/worldwide-governance-indicators|checked-in-snapshot,"WGI is an institutional perception indicator, not a conflict event feed or a prediction of future violence."
IM,Isle of Man,Offshore / IFC,beneficial-ownership,Beneficial ownership,available,false,register,Register restricted to authorities,authorities-only,Open Ownership,https://www.openownership.org/en/map/,CC BY 4.0 (Open Ownership),2026-08-23T10:55:05.203Z,2026-08-23T10:55:05.203Z,Open Ownership|https://www.openownership.org/en/map/|checked-in-snapshot,"The Open Ownership map is a live-register snapshot and absence means no register was identified in that snapshot, not that no register exists."
GI,Gibraltar,Offshore / IFC,organised-crime,Organised crime,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level organised-crime dataset is currently checked in; no risk value is inferred.
GI,Gibraltar,Offshore / IFC,fraud-cybercrime,Fraud and cybercrime,unavailable,false,,,,,,,,,International Telecommunication Union|https://www.itu.int/en/ITU-D/Cybersecurity/Pages/global-cybersecurity-index.aspx|candidate-not-ingested,No reviewed country-level fraud or cybercrime dataset is currently checked in; no risk value is inferred.
GI,Gibraltar,Offshore / IFC,terrorism-proliferation,Terrorism and proliferation financing,unavailable,false,,,,,,,,,Financial Action Task Force|https://www.fatf-gafi.org/en/publications/mutualevaluations.html|candidate-not-ingested,No reviewed country-comparable terrorism/proliferation threat dataset is currently checked in; FATF listing status remains a separate overlay.
GI,Gibraltar,Offshore / IFC,trafficking,Trafficking,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level trafficking dataset is currently checked in; no risk value is inferred.
GI,Gibraltar,Offshore / IFC,financial-secrecy-offshore,Financial secrecy and offshore exposure,unavailable,false,,,,,,,,,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested,"No reviewed, licence-clean financial-secrecy index is currently checked in; jurisdiction type alone is not used as a proxy."
GI,Gibraltar,Offshore / IFC,tax-cooperation,Tax cooperation,available,false,categorical,Not listed in EU Annex I,not-listed,Council of the European Union,https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/,,2026-02-17,2026-02-17,"Council of the European Union|https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/|checked-in-snapshot,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested","Annex I is a political/legal tax-cooperation list, not a general AML, corruption, or country-risk score."
GI,Gibraltar,Offshore / IFC,political-stability-conflict,Political stability and conflict,unavailable,false,,,,,,,,,World Bank Worldwide Governance Indicators|https://www.worldbank.org/en/publication/worldwide-governance-indicators|checked-in-snapshot,"WGI is an institutional perception indicator, not a conflict event feed or a prediction of future violence."
GI,Gibraltar,Offshore / IFC,beneficial-ownership,Beneficial ownership,available,false,register,Register accessible for due diligence,cdd-accessible,Open Ownership,https://www.openownership.org/en/map/,CC BY 4.0 (Open Ownership),2026-08-23T10:55:05.203Z,2026-08-23T10:55:05.203Z,Open Ownership|https://www.openownership.org/en/map/|checked-in-snapshot,"The Open Ownership map is a live-register snapshot and absence means no register was identified in that snapshot, not that no register exists."
KY,Cayman Islands,Offshore / IFC,organised-crime,Organised crime,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level organised-crime dataset is currently checked in; no risk value is inferred.
KY,Cayman Islands,Offshore / IFC,fraud-cybercrime,Fraud and cybercrime,unavailable,false,,,,,,,,,International Telecommunication Union|https://www.itu.int/en/ITU-D/Cybersecurity/Pages/global-cybersecurity-index.aspx|candidate-not-ingested,No reviewed country-level fraud or cybercrime dataset is currently checked in; no risk value is inferred.
KY,Cayman Islands,Offshore / IFC,terrorism-proliferation,Terrorism and proliferation financing,unavailable,false,,,,,,,,,Financial Action Task Force|https://www.fatf-gafi.org/en/publications/mutualevaluations.html|candidate-not-ingested,No reviewed country-comparable terrorism/proliferation threat dataset is currently checked in; FATF listing status remains a separate overlay.
KY,Cayman Islands,Offshore / IFC,trafficking,Trafficking,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level trafficking dataset is currently checked in; no risk value is inferred.
KY,Cayman Islands,Offshore / IFC,financial-secrecy-offshore,Financial secrecy and offshore exposure,unavailable,false,,,,,,,,,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested,"No reviewed, licence-clean financial-secrecy index is currently checked in; jurisdiction type alone is not used as a proxy."
KY,Cayman Islands,Offshore / IFC,tax-cooperation,Tax cooperation,available,false,categorical,Not listed in EU Annex I,not-listed,Council of the European Union,https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/,,2026-02-17,2026-02-17,"Council of the European Union|https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/|checked-in-snapshot,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested","Annex I is a political/legal tax-cooperation list, not a general AML, corruption, or country-risk score."
KY,Cayman Islands,Offshore / IFC,political-stability-conflict,Political stability and conflict,available,false,percentile,91/100 WGI percentile,91,World Bank Worldwide Governance Indicators,https://www.worldbank.org/en/publication/worldwide-governance-indicators,CC BY 4.0 — World Bank WGI,2024,2026-08-13T11:45:25.085Z,World Bank Worldwide Governance Indicators|https://www.worldbank.org/en/publication/worldwide-governance-indicators|checked-in-snapshot,"WGI is an institutional perception indicator, not a conflict event feed or a prediction of future violence."
KY,Cayman Islands,Offshore / IFC,beneficial-ownership,Beneficial ownership,available,false,register,Register accessible for due diligence,cdd-accessible,Open Ownership,https://www.openownership.org/en/map/,CC BY 4.0 (Open Ownership),2026-08-23T10:55:05.203Z,2026-08-23T10:55:05.203Z,Open Ownership|https://www.openownership.org/en/map/|checked-in-snapshot,"The Open Ownership map is a live-register snapshot and absence means no register was identified in that snapshot, not that no register exists."
BM,Bermuda,Offshore / IFC,organised-crime,Organised crime,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level organised-crime dataset is currently checked in; no risk value is inferred.
BM,Bermuda,Offshore / IFC,fraud-cybercrime,Fraud and cybercrime,unavailable,false,,,,,,,,,International Telecommunication Union|https://www.itu.int/en/ITU-D/Cybersecurity/Pages/global-cybersecurity-index.aspx|candidate-not-ingested,No reviewed country-level fraud or cybercrime dataset is currently checked in; no risk value is inferred.
BM,Bermuda,Offshore / IFC,terrorism-proliferation,Terrorism and proliferation financing,unavailable,false,,,,,,,,,Financial Action Task Force|https://www.fatf-gafi.org/en/publications/mutualevaluations.html|candidate-not-ingested,No reviewed country-comparable terrorism/proliferation threat dataset is currently checked in; FATF listing status remains a separate overlay.
BM,Bermuda,Offshore / IFC,trafficking,Trafficking,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level trafficking dataset is currently checked in; no risk value is inferred.
BM,Bermuda,Offshore / IFC,financial-secrecy-offshore,Financial secrecy and offshore exposure,unavailable,false,,,,,,,,,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested,"No reviewed, licence-clean financial-secrecy index is currently checked in; jurisdiction type alone is not used as a proxy."
BM,Bermuda,Offshore / IFC,tax-cooperation,Tax cooperation,available,false,categorical,Not listed in EU Annex I,not-listed,Council of the European Union,https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/,,2026-02-17,2026-02-17,"Council of the European Union|https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/|checked-in-snapshot,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested","Annex I is a political/legal tax-cooperation list, not a general AML, corruption, or country-risk score."
BM,Bermuda,Offshore / IFC,political-stability-conflict,Political stability and conflict,available,false,percentile,82/100 WGI percentile,82,World Bank Worldwide Governance Indicators,https://www.worldbank.org/en/publication/worldwide-governance-indicators,CC BY 4.0 — World Bank WGI,2024,2026-08-13T11:45:25.085Z,World Bank Worldwide Governance Indicators|https://www.worldbank.org/en/publication/worldwide-governance-indicators|checked-in-snapshot,"WGI is an institutional perception indicator, not a conflict event feed or a prediction of future violence."
BM,Bermuda,Offshore / IFC,beneficial-ownership,Beneficial ownership,available,false,register,Register restricted to authorities,authorities-only,Open Ownership,https://www.openownership.org/en/map/,CC BY 4.0 (Open Ownership),2026-08-23T10:55:05.203Z,2026-08-23T10:55:05.203Z,Open Ownership|https://www.openownership.org/en/map/|checked-in-snapshot,"The Open Ownership map is a live-register snapshot and absence means no register was identified in that snapshot, not that no register exists."
VG,British Virgin Islands,Offshore / IFC,organised-crime,Organised crime,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level organised-crime dataset is currently checked in; no risk value is inferred.
VG,British Virgin Islands,Offshore / IFC,fraud-cybercrime,Fraud and cybercrime,unavailable,false,,,,,,,,,International Telecommunication Union|https://www.itu.int/en/ITU-D/Cybersecurity/Pages/global-cybersecurity-index.aspx|candidate-not-ingested,No reviewed country-level fraud or cybercrime dataset is currently checked in; no risk value is inferred.
VG,British Virgin Islands,Offshore / IFC,terrorism-proliferation,Terrorism and proliferation financing,unavailable,false,,,,,,,,,Financial Action Task Force|https://www.fatf-gafi.org/en/publications/mutualevaluations.html|candidate-not-ingested,No reviewed country-comparable terrorism/proliferation threat dataset is currently checked in; FATF listing status remains a separate overlay.
VG,British Virgin Islands,Offshore / IFC,trafficking,Trafficking,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level trafficking dataset is currently checked in; no risk value is inferred.
VG,British Virgin Islands,Offshore / IFC,financial-secrecy-offshore,Financial secrecy and offshore exposure,unavailable,false,,,,,,,,,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested,"No reviewed, licence-clean financial-secrecy index is currently checked in; jurisdiction type alone is not used as a proxy."
VG,British Virgin Islands,Offshore / IFC,tax-cooperation,Tax cooperation,available,false,categorical,Not listed in EU Annex I,not-listed,Council of the European Union,https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/,,2026-02-17,2026-02-17,"Council of the European Union|https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/|checked-in-snapshot,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested","Annex I is a political/legal tax-cooperation list, not a general AML, corruption, or country-risk score."
VG,British Virgin Islands,Offshore / IFC,political-stability-conflict,Political stability and conflict,unavailable,false,,,,,,,,,World Bank Worldwide Governance Indicators|https://www.worldbank.org/en/publication/worldwide-governance-indicators|checked-in-snapshot,"WGI is an institutional perception indicator, not a conflict event feed or a prediction of future violence."
VG,British Virgin Islands,Offshore / IFC,beneficial-ownership,Beneficial ownership,available,false,register,Register restricted to authorities,authorities-only,Open Ownership,https://www.openownership.org/en/map/,CC BY 4.0 (Open Ownership),2026-08-23T10:55:05.203Z,2026-08-23T10:55:05.203Z,Open Ownership|https://www.openownership.org/en/map/|checked-in-snapshot,"The Open Ownership map is a live-register snapshot and absence means no register was identified in that snapshot, not that no register exists."
TC,Turks and Caicos Islands,Offshore / IFC,organised-crime,Organised crime,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level organised-crime dataset is currently checked in; no risk value is inferred.
TC,Turks and Caicos Islands,Offshore / IFC,fraud-cybercrime,Fraud and cybercrime,unavailable,false,,,,,,,,,International Telecommunication Union|https://www.itu.int/en/ITU-D/Cybersecurity/Pages/global-cybersecurity-index.aspx|candidate-not-ingested,No reviewed country-level fraud or cybercrime dataset is currently checked in; no risk value is inferred.
TC,Turks and Caicos Islands,Offshore / IFC,terrorism-proliferation,Terrorism and proliferation financing,unavailable,false,,,,,,,,,Financial Action Task Force|https://www.fatf-gafi.org/en/publications/mutualevaluations.html|candidate-not-ingested,No reviewed country-comparable terrorism/proliferation threat dataset is currently checked in; FATF listing status remains a separate overlay.
TC,Turks and Caicos Islands,Offshore / IFC,trafficking,Trafficking,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level trafficking dataset is currently checked in; no risk value is inferred.
TC,Turks and Caicos Islands,Offshore / IFC,financial-secrecy-offshore,Financial secrecy and offshore exposure,unavailable,false,,,,,,,,,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested,"No reviewed, licence-clean financial-secrecy index is currently checked in; jurisdiction type alone is not used as a proxy."
TC,Turks and Caicos Islands,Offshore / IFC,tax-cooperation,Tax cooperation,available,false,categorical,EU Annex I listed,listed,Council of the European Union,https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/,,2026-02-17,2026-02-17,"Council of the European Union|https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/|checked-in-snapshot,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested","Annex I is a political/legal tax-cooperation list, not a general AML, corruption, or country-risk score."
TC,Turks and Caicos Islands,Offshore / IFC,political-stability-conflict,Political stability and conflict,unavailable,false,,,,,,,,,World Bank Worldwide Governance Indicators|https://www.worldbank.org/en/publication/worldwide-governance-indicators|checked-in-snapshot,"WGI is an institutional perception indicator, not a conflict event feed or a prediction of future violence."
TC,Turks and Caicos Islands,Offshore / IFC,beneficial-ownership,Beneficial ownership,available,false,register,Register open to civil society only,civil-society,Open Ownership,https://www.openownership.org/en/map/,CC BY 4.0 (Open Ownership),2026-08-23T10:55:05.203Z,2026-08-23T10:55:05.203Z,Open Ownership|https://www.openownership.org/en/map/|checked-in-snapshot,"The Open Ownership map is a live-register snapshot and absence means no register was identified in that snapshot, not that no register exists."
AI,Anguilla,Offshore / IFC,organised-crime,Organised crime,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level organised-crime dataset is currently checked in; no risk value is inferred.
AI,Anguilla,Offshore / IFC,fraud-cybercrime,Fraud and cybercrime,unavailable,false,,,,,,,,,International Telecommunication Union|https://www.itu.int/en/ITU-D/Cybersecurity/Pages/global-cybersecurity-index.aspx|candidate-not-ingested,No reviewed country-level fraud or cybercrime dataset is currently checked in; no risk value is inferred.
AI,Anguilla,Offshore / IFC,terrorism-proliferation,Terrorism and proliferation financing,unavailable,false,,,,,,,,,Financial Action Task Force|https://www.fatf-gafi.org/en/publications/mutualevaluations.html|candidate-not-ingested,No reviewed country-comparable terrorism/proliferation threat dataset is currently checked in; FATF listing status remains a separate overlay.
AI,Anguilla,Offshore / IFC,trafficking,Trafficking,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level trafficking dataset is currently checked in; no risk value is inferred.
AI,Anguilla,Offshore / IFC,financial-secrecy-offshore,Financial secrecy and offshore exposure,unavailable,false,,,,,,,,,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested,"No reviewed, licence-clean financial-secrecy index is currently checked in; jurisdiction type alone is not used as a proxy."
AI,Anguilla,Offshore / IFC,tax-cooperation,Tax cooperation,available,false,categorical,EU Annex I listed,listed,Council of the European Union,https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/,,2026-02-17,2026-02-17,"Council of the European Union|https://www.consilium.europa.eu/en/policies/eu-list-of-non-cooperative-jurisdictions/|checked-in-snapshot,OECD Global Forum on Transparency and Exchange of Information for Tax Purposes|https://www.oecd.org/tax/transparency/|candidate-not-ingested","Annex I is a political/legal tax-cooperation list, not a general AML, corruption, or country-risk score."
AI,Anguilla,Offshore / IFC,political-stability-conflict,Political stability and conflict,available,false,percentile,89/100 WGI percentile,89,World Bank Worldwide Governance Indicators,https://www.worldbank.org/en/publication/worldwide-governance-indicators,CC BY 4.0 — World Bank WGI,2024,2026-08-13T11:45:25.085Z,World Bank Worldwide Governance Indicators|https://www.worldbank.org/en/publication/worldwide-governance-indicators|checked-in-snapshot,"WGI is an institutional perception indicator, not a conflict event feed or a prediction of future violence."
AI,Anguilla,Offshore / IFC,beneficial-ownership,Beneficial ownership,available,false,register,Register restricted to authorities,authorities-only,Open Ownership,https://www.openownership.org/en/map/,CC BY 4.0 (Open Ownership),2026-08-23T10:55:05.203Z,2026-08-23T10:55:05.203Z,Open Ownership|https://www.openownership.org/en/map/|checked-in-snapshot,"The Open Ownership map is a live-register snapshot and absence means no register was identified in that snapshot, not that no register exists."
MS,Montserrat,Offshore / IFC,organised-crime,Organised crime,unavailable,false,,,,,,,,,United Nations Office on Drugs and Crime|https://dataunodc.un.org/|candidate-not-ingested,No reviewed country-level organised-crime dataset is currently checked in; no risk value is inferred.
